run_valid,group,scenario,backend,op,ok,excluded_invalid_samples,unsupported,failed,reason,metric,unit,n,min,median,p95,max,mean,stddev,cv,method
true,nix,nix/closure,nix,cache_substitute,3,0,0,0,,max_rss_bytes,bytes,3,132136960,132153344,132329472,132329472,132206592,106732.04609675577,0.0008073125891994537,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,delete_path,3,0,0,0,,wall_ns,ns,3,21680829,23160574,23325951,23325951,22722451.333333332,905853.3004887344,0.03986600244841839,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,delete_path,3,0,0,0,,cpu_ns,ns,3,22156000,23446000,23506000,23506000,23036000,762692.5986267338,0.033108725413558505,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,delete_path,3,0,0,0,,max_rss_bytes,bytes,3,69443584,86188032,91688960,91688960,82440192,11586583.484554194,0.14054532387011173,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,delete_path,3,0,0,0,,store_apparent_bytes,bytes,3,260158571,260158571,260158571,260158571,260158571,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,delete_path,3,0,0,0,,store_allocated_bytes,bytes,3,260378624,260378624,260378624,260378624,260378624,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,gc,3,0,0,0,,wall_ns,ns,3,21855283,23032369,24446801,24446801,23111484.333333332,1297569.1939381629,0.05614391422132499,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,gc,3,0,0,0,,cpu_ns,ns,3,22277000,23451000,24904000,24904000,23544000,1315966.9448736166,0.05589394091376217,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,gc,3,0,0,0,,max_rss_bytes,bytes,3,69443584,86188032,91688960,91688960,82440192,11586583.484554194,0.14054532387011173,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,gc,3,0,0,0,,store_apparent_bytes,bytes,3,193049707,193049707,193049707,193049707,193049707,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,gc,3,0,0,0,,store_allocated_bytes,bytes,3,193265664,193265664,193265664,193265664,193265664,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,nix,gc,3,0,0,0,,reclaimed_bytes,bytes,3,67117056,67117056,67117056,67117056,67117056,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_initial,3,0,0,0,,wall_ns,ns,3,218015307,218265486,220826574,220826574,219035789,1555901.851075125,0.007103413821908003,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_initial,3,0,0,0,,cpu_ns,ns,3,511642000,521189000,521737000,521737000,518189333.3333333,5676773.408665642,0.01095501787377389,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_initial,3,0,0,0,,max_rss_bytes,bytes,3,69443584,88023040,92999680,92999680,83488768,12415398.971349733,0.1487074162041741,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_initial,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,835725500.1384027,845531753.0138503,846502025.6582259,846502025.6582259,842586426.2701597,5961508.851807136,0.007075249097231112,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_initial,3,0,0,0,,logical_bytes,bytes,3,184550399,184550399,184550399,184550399,184550399,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_initial,3,0,0,0,,store_apparent_bytes,bytes,3,112904304,112904392,112904436,112904436,112904377.33333333,67.21111019268565,0.0000005952923330355463,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_initial,3,0,0,0,,store_allocated_bytes,bytes,3,110870528,110874624,110874624,110874624,110873258.66666667,2364.8267026007074,0.000021329098928267337,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_repeat,3,0,0,0,,wall_ns,ns,3,289903819,292990642,295354141,295354141,292749534,2733148.7842173907,0.009336133680121898,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_repeat,3,0,0,0,,cpu_ns,ns,3,439921000,446468000,452564000,452564000,446317666.6666667,6322840.527273587,0.014166682162720245,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_repeat,3,0,0,0,,max_rss_bytes,bytes,3,69443584,88023040,92999680,92999680,83488768,12415398.971349733,0.1487074162041741,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_repeat,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,624844460.8738362,629884960.6261486,636591817.3709881,636591817.3709881,630440412.956991,5893342.993299587,0.009347977813886806,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_repeat,3,0,0,0,,logical_bytes,bytes,3,184550399,184550399,184550399,184550399,184550399,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_repeat,3,0,0,0,,store_apparent_bytes,bytes,3,112904304,112904392,112904436,112904436,112904377.33333333,67.21111019268565,0.0000005952923330355463,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_repeat,3,0,0,0,,store_allocated_bytes,bytes,3,110870528,110874624,110874624,110874624,110873258.66666667,2364.8267026007074,0.000021329098928267337,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_incremental,3,0,0,0,,wall_ns,ns,3,398372736,401350759,406364564,406364564,402029353,4038897.876651872,0.010046276090322867,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_incremental,3,0,0,0,,cpu_ns,ns,3,587305000,593275000,602958000,602958000,594512666.6666666,7899554.818680185,0.013287445771293102,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_incremental,3,0,0,0,,max_rss_bytes,bytes,3,69443584,88285184,92999680,92999680,83576149.33333333,12464095.246314725,0.14913459576371715,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_incremental,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,474793153.96211565,480724425.3897126,484318065.8829022,484318065.8829022,479945215.0782435,4810027.370692427,0.010022034223027452,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_incremental,3,0,0,0,,logical_bytes,bytes,3,192939113,192939113,192939113,192939113,192939113,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_incremental,3,0,0,0,,store_apparent_bytes,bytes,3,129702242,129702330,129702374,129702374,129702315.33333333,67.21111019268565,0.0000005181951457069516,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,import_incremental,3,0,0,0,,store_allocated_bytes,bytes,3,127672320,127676416,127676416,127676416,127675050.66666667,2364.8267026007074,0.0000185222303829335,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,catalog_list,3,0,0,0,,wall_ns,ns,3,34152783,34467911,34545818,34545818,34388837.333333336,208107.21125500032,0.006051591952289721,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,catalog_list,3,0,0,0,,cpu_ns,ns,3,33613000,33912000,33969000,33969000,33831333.333333336,191218.02564960587,0.005652098419106721,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,catalog_list,3,0,0,0,,max_rss_bytes,bytes,3,69443584,88285184,92999680,92999680,83576149.33333333,12464095.246314725,0.14913459576371715,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,closure_query,0,0,3,0,"these cores store trees keyed by content and record no references between roots, so there is no closure to query. The harness keeps the reference graph itself and verifies completeness separately; see the closure_is_complete check.",,,,,,,,,,,
true,nix,nix/closure,amber-rust,nar_and_reference_registration,0,0,3,0,these cores record no NAR hash and no reference list for a stored tree: they address content by their own key and model no edges between roots. The harness therefore recomputes the NAR hash of every restored path with `nix hash path` and compares it with the source store's — see the nar_hashes_match_recomputed check — but nothing in the store under test would have noticed a mismatch.,,,,,,,,,,,
true,nix,nix/closure,amber-rust,read_closure,3,0,0,0,,wall_ns,ns,3,306620320,317473070,322011592,322011592,315368327.3333333,7908556.740275771,0.025077206728869456,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,read_closure,3,0,0,0,,cpu_ns,ns,3,301505000,311855000,316600000,316600000,309986666.6666667,7718986.8722089,0.024901028664272334,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,read_closure,3,0,0,0,,max_rss_bytes,bytes,3,69443584,88285184,92999680,92999680,83576149.33333333,12464095.246314725,0.14913459576371715,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,read_closure,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,599168221.8694786,607733792.9796691,629244379.4983972,629244379.4983972,612048798.1158484,15495427.274645578,0.025317306924459652,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,read_closure,3,0,0,0,,logical_bytes,bytes,3,192939113,192939113,192939113,192939113,192939113,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,cache_export,0,0,3,0,"these cores have no binary-cache publication format; the blob scenario group measures what they can do, which is to publish their on-disk pack segments to object storage",,,,,,,,,,,
true,nix,nix/closure,amber-rust,materialize_closure,3,0,0,0,,wall_ns,ns,3,460201438,469186469,478540698,478540698,469309535,9170249.356869582,0.019539874374957206,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,materialize_closure,3,0,0,0,,cpu_ns,ns,3,453224000,462182000,471740000,471740000,462382000,9259620.078599337,0.02002590948306668,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,materialize_closure,3,0,0,0,,max_rss_bytes,bytes,3,69443584,88285184,92999680,92999680,83576149.33333333,12464095.246314725,0.14913459576371715,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,materialize_closure,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,403182245.11805266,411220539.69548726,419249261.45059115,419249261.45059115,411217348.7547104,8033508.641564525,0.01953591857418565,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,materialize_closure,3,0,0,0,,logical_bytes,bytes,3,192939113,192939113,192939113,192939113,192939113,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,cache_substitute,0,0,3,0,these cores have no binary-cache client; see the blob scenario group,,,,,,,,,,,
true,nix,nix/closure,amber-rust,delete_path,3,0,0,0,,wall_ns,ns,3,32462104,33987277,34154665,34154665,33534682,932642.675518872,0.027811287297099523,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,delete_path,3,0,0,0,,cpu_ns,ns,3,31859000,33394000,33522000,33522000,32925000,925398.8329363724,0.02810626675585034,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,delete_path,3,0,0,0,,max_rss_bytes,bytes,3,69443584,88285184,92999680,92999680,83576149.33333333,12464095.246314725,0.14913459576371715,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,delete_path,3,0,0,0,,store_apparent_bytes,bytes,3,129702242,129702330,129702374,129702374,129702315.33333333,67.21111019268565,0.0000005181951457069516,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,delete_path,3,0,0,0,,store_allocated_bytes,bytes,3,127672320,127676416,127676416,127676416,127675050.66666667,2364.8267026007074,0.0000185222303829335,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,gc,3,0,0,0,,wall_ns,ns,3,33956768,34286314,34941324,34941324,34394802,501163.51013616304,0.014570908422038977,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,gc,3,0,0,0,,cpu_ns,ns,3,33383000,33476000,34209000,34209000,33689333.333333336,452440.4196502931,0.013429782512277666,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,gc,3,0,0,0,,max_rss_bytes,bytes,3,69443584,88285184,92999680,92999680,83576149.33333333,12464095.246314725,0.14913459576371715,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,gc,3,0,0,0,,store_apparent_bytes,bytes,3,129742792,129742792,129742792,129742792,129742792,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,gc,3,0,0,0,,store_allocated_bytes,bytes,3,127713280,127717376,127717376,127717376,127716010.66666667,2364.8267026007074,0.000018516290089680332,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,nix,nix/closure,amber-rust,gc,3,0,0,0,,reclaimed_bytes,bytes,3,-40960,-40960,-40960,-40960,-40960,0,-0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_initial,3,0,0,0,,wall_ns,ns,3,189629621,191966986,192644862,192644862,191413823,1581901.2454786804,0.008264299937620912,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_initial,3,0,0,0,,cpu_ns,ns,3,150390000,153941000,157981000,157981000,154104000,3798124.142257596,0.024646499391693895,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_initial,3,0,0,0,,max_rss_bytes,bytes,3,69705728,87498752,92999680,92999680,83401386.66666667,12175522.656160489,0.14598705300695825,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_initial,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,622322312.4424673,624519405.6440518,632212791.2706212,632212791.2706212,626351503.1190468,5193537.208006901,0.008291729455656462,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_initial,3,0,0,0,,logical_bytes,bytes,3,119886272,119887108,119887196,119887196,119886858.66666667,509.9699337542688,0.000004253760082013566,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_noop,3,0,0,0,,wall_ns,ns,3,18343374,18701573,19120714,19120714,18721887,389067.9411709477,0.020781449069260362,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_noop,3,0,0,0,,cpu_ns,ns,3,24686000,25412000,25740000,25740000,25279333.333333332,539378.6548736735,0.021336743645942936,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_noop,3,0,0,0,,max_rss_bytes,bytes,3,69967872,87498752,92999680,92999680,83488768,12028134.672400704,0.14406889645803259,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_noop,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,156845.6073345378,160360.84237406126,163492.27792008166,163492.27792008166,160232.90920956025,3325.181594908447,0.020752176386934447,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_noop,3,0,0,0,,logical_bytes,bytes,3,2999,2999,2999,2999,2999,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,pull_fresh,3,0,0,0,,wall_ns,ns,3,67483954,67817716,75786073,75786073,70362581,4699845.569134054,0.0667946727129588,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,pull_fresh,3,0,0,0,,cpu_ns,ns,3,74109000,74618000,75710000,75710000,74812333.33333333,818000.2037489559,0.010934028753043695,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,pull_fresh,3,0,0,0,,max_rss_bytes,bytes,3,69967872,87498752,92999680,92999680,83488768,12028134.672400704,0.14406889645803259,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,pull_fresh,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,1579635825.7011154,1765251427.8127563,1773980700.6566331,1773980700.6566331,1706289318.056835,109771947.21567504,0.06433372468198188,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,pull_fresh,3,0,0,0,,logical_bytes,bytes,3,119714396,119715232,119715320,119715320,119714982.66666667,509.9699337542688,0.000004259867247980352,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_incremental,3,0,0,0,,wall_ns,ns,3,164351204,172674039,173380490,173380490,170135244.33333334,5021564.515872551,0.029515133889802238,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_incremental,3,0,0,0,,cpu_ns,ns,3,74838000,75191000,75974000,75974000,75334333.33333333,581405.4809969831,0.007717669424702103,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_incremental,3,0,0,0,,max_rss_bytes,bytes,3,70230016,87498752,92999680,92999680,83576149.33333333,11880846.284193281,0.14215594256212938,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_incremental,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,307615366.6424636,308803531.25926477,323990714.4215384,323990714.4215384,313469870.7744222,9130665.204378739,0.02912772823053641,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,push_incremental,3,0,0,0,,logical_bytes,bytes,3,53248264,53322353,53334503,53334503,53301706.666666664,46679.70212344262,0.0008757637427139785,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/source-history,amber-rust-s3,pull_incremental,3,0,0,0,,wall_ns,ns,3,53580603,63493957,96686207,96686207,71253589,22576142.06707541,0.3168421743229721,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
